,Date,Link,Title,Subtitle,Authors
4881,"Tuesday, 19 April, 2022",https://www.ft.com/content/b272afc7-9bda-4a1c-80e8-c560154e4253,UK fraud agency under scrutiny as probe into Unaoil fiasco nears end,Case has put spotlight on SFO director Lisa Osofsky and raised questions about her future,['Kate Beioley']
4882,"Tuesday, 19 April, 2022",https://www.ft.com/content/33ac3a8f-c549-4b74-ab76-88f3710bfb45,Binance: crypto platform’s US affiliate could find chilly market reception,"Binance.US is wise to raise funds while it can, but mainstream acceptance will be slow",[]
4884,"Tuesday, 19 April, 2022",https://www.ft.com/content/6868ce93-96a8-4e8e-93ae-766d39d3aa26,"Passive funds could threaten UK climate transition, warns think-tank",Research finds index-tracking funds’ growing ownership of fossil fuel industry risks creating stewardship ‘inertia’,['Ed Moisson']
4885,"Tuesday, 19 April, 2022",https://www.ft.comhttp://ig.ft.com/europes-race-to-replace-russian-gas,Can the EU wean itself off Russian gas?,Economic and logistical hurdles could thwart EU efforts to cut two-thirds of its gas imports from Russia by November,Error
4887,"Tuesday, 19 April, 2022",https://www.ft.com/content/345f7e06-e6d7-404b-8acf-dbd69f56ce4f,Fund managers locked in battle for talent as push into private assets gains pace,Groups rush to hire specialist expertise in effort to secure better returns,"['Adrienne Klasa', 'Josephine Cumbo']"
4888,"Monday, 18 April, 2022",https://www.ft.com/content/31cd538a-5f31-4c00-a7fd-493dc7752c28,Gold retreats after reaching highest level in a month,US stocks and government bonds also fluctuate as traders remain cautious on global economic outlook,"['Adam Samson', 'Nicholas Megaw']"
4889,"Monday, 18 April, 2022",https://www.ft.com/content/53555493-3781-4aa3-9e54-ab8000a4495d,"Ukraine war offers Malaysia a chance to reduce debts, says finance minister",Soaring oil prices will boost Kuala Lumpur’s efforts to recover from pandemic and 1MDB scandal,"['Oliver Telling', 'Eleanor Olcott']"
4890,"Monday, 18 April, 2022",https://www.ft.com/content/f930d959-b028-484b-99c9-f73168eaead4,‘We need information’: Your thoughts on climate disclosure rules,"Plus, the climate disclosure battle in historical context","['Gillian Tett', 'Simon Mundy']"
4891,"Monday, 18 April, 2022",https://www.ft.com/content/0603172c-7eae-4e18-ad80-a21b3559f18d,Investors seeking havens must weigh geopolitical risks of China versus US,Reserve currency competition is all about what constitutes the least unsafe option,['John Plender']
4893,"Monday, 18 April, 2022",https://www.ft.com/content/4b134651-1b88-4ad8-9756-96074db66ff1,‘Destructive hunger’: South America’s farmers seek to head off global food crisis,Supply problems and rising costs make it difficult to replace lost agricultural output caused by Russia’s invasion of Ukraine,"['Michael Pooler', 'Bryan Harris', 'Lucinda Elliott']"
4894,"Monday, 18 April, 2022",https://www.ft.com/content/6275bd39-0766-4b58-91ba-bc57f03c9d69,US natural gas export fever tempered by costs and climate concerns,Suppliers must weigh Europe’s demand for LNG with its long-term goal to reduce fossil fuel use,['Derek Brower']
4895,"Sunday, 17 April, 2022",https://www.ft.com/content/b8500163-4618-48dd-9e0b-d395b793331f,Companies used carbon credits created in oil extraction projects,Process to tap inaccessible deposits employs captured carbon and was therefore eligible to generate offsets,['Camilla Hodgson']
4896,"Sunday, 17 April, 2022",https://www.ft.com/content/e552ef85-085e-4199-96b2-ef1d77f6346d,Ineos warns high energy costs threaten British manufacturing,UK petrochemicals group says regions such as US more attractive,['Harry Dempsey']
4897,"Sunday, 17 April, 2022",https://www.ft.com/content/e347aae3-8098-4f82-a97a-28d17769fa3e,War and inflation set to drag on corporate profits despite rising revenues,US first-quarter earnings season also clouded by pandemic hangover and supply chain disruptions,['Alexandra White']
4898,"Sunday, 17 April, 2022",https://www.ft.com/content/bab53b50-3126-4e13-955d-74c348aa6170,Cheese theft: wheels of fortune,The commodity is now so precious it has become a tempting target for thieves,[]
4899,"Sunday, 17 April, 2022",https://www.ft.com/content/f7894692-7229-43bc-909e-16a02d181a33,"Shielding EU energy users from high prices may backfire, warn economists",Subsidies and tax cuts worth €80bn in 4 countries seen as ‘terrible economics’ that will not reduce consumption,['Martin Arnold']
4900,"Saturday, 16 April, 2022",https://www.ft.com/content/c0401e1e-c5f4-49a3-8c07-7ebfc4fda46a,Inflation surge slashes $11tn from world’s negative-yielding debt,Central banks adopt hawkish move to end large-scale asset purchases and raise interest rates,['Tommy Stubbington']
4901,"Saturday, 16 April, 2022",https://www.ft.com/content/ed76933e-43ed-4e72-ac19-ef47a731a595,Carbon-linked crypto tokens alarm climate experts,"Traders are converting older, lower-quality offsets into virtual assets",['Camilla Hodgson']
4902,"Saturday, 16 April, 2022",https://www.ft.com/content/a83e5c8a-d160-4481-b529-bf72d143d925,End of an era at Anglo American as Mark Cutifani steps down,Australian has revived the fortunes of the mining group that faced near collapse a few years ago,['Neil Hume']
4903,"Friday, 15 April, 2022",https://www.ft.com/content/aaebf4c8-919e-4b13-9703-e548ed705e4c,Joe Biden resumes oil and gas leases on federal land,White House reverses climate change initiative under pressure to reduce high petrol prices,"['Myles McCormick', 'Justin Jacobs']"
4904,"Friday, 15 April, 2022",https://www.ft.com/content/e943ad66-2655-4782-9217-d40f3a6fcd24,"Investors’ Chronicle: Tesco, Microlise, Asos",Companies analysis from out sister publication,[]
4905,"Friday, 15 April, 2022",https://www.ft.com/content/5a47229a-ee20-4200-b8ad-2dee63fc0d5a,Biden nominates former US Treasury official to lead Fed regulation,Michael Barr to replace Sarah Bloom Raskin as pick for central bank’s vice-chair of supervision,['Colby Smith']
4906,"Friday, 15 April, 2022",https://www.ft.com/content/53056dd0-ff57-4256-a300-f0009faf93b2,Steinway IPO seeks to catch the ear of the world’s biggest piano market,Hedge fund billionaire John Paulson has China’s 40mn pianists in his sights with return to the public markets,"['Andrew Edgecliffe-Johnson', 'Antoine Gara']"
4908,"Friday, 15 April, 2022",https://www.ft.com/content/1f8c968c-46ab-4556-ba27-4e9365c06001,Russia’s war should accelerate the green transition,Folly of clinging to fossil-fuelled energy systems has been laid bare,['The editorial board']
4909,"Friday, 15 April, 2022",https://www.ft.com/content/2dfc8ad7-c227-4f89-8e8c-18655c8de3f9,ESG darlings face fresh risk over social issues,"Plus, battle lines form on Gensler’s climate rule and Bank of America says ESG still has room to grow","['Patrick Temple-West', 'Kristen Talman']"
4910,"Friday, 15 April, 2022",https://www.ft.com/content/9877e919-4125-44e9-b152-d854e41a8b68,Euro hits two-year low on ECB interest rates caution,Market reaction suggests investors expected central bank to take tougher inflation stance,"['George Steer', 'Nicholas Megaw']"
4911,"Friday, 15 April, 2022",https://www.ft.com/content/47f0fa79-f1be-44a7-b505-0098f61b5994,A confused market leaves investors groping for answers,Loading up with tail risk hedges is one option as uncertainty about inflation and future Fed decisions grows,['Katie Martin']
4913,"Friday, 15 April, 2022",https://www.ft.com/content/00a8adf6-79d1-45ee-be7e-087dca9ae72b,Latin America’s post-pandemic recovery looks browner than expected,Despite the hype governments have allocated billions of dollars in Covid recovery plans to hydrocarbon sector,['Michael Stott']
4914,"Friday, 15 April, 2022",https://www.ft.com/content/c7baeebc-2200-43e8-bcbf-df5d279bfe4d,Directors’ Deals: Victorian Plumbing boss ups stake,Company’s share price has fallen by 80 per cent since it floated on Aim,"['Jemma Slingo', 'Christopher Akers']"
4916,"Friday, 15 April, 2022",https://www.ft.com/content/1c293b56-0a6b-4024-be0c-ed5a49417186,Slowing growth to the rescue,And China cannot solve Russia’s oil export problems,['Robert Armstrong']
4917,"Friday, 15 April, 2022",https://www.ft.com/content/a60018df-1a7b-4560-9479-7baea28623df,US corporate bond trades fail as banks avoid Russia links,Value of unsettled transactions has doubled since invasion of Ukraine in February and imposition of sanctions,['Joe Rennison']
4918,"Friday, 15 April, 2022",https://www.ft.com/content/e781023f-9a80-4ef1-af30-f11dd7f761ef,Dubai and Caribbean prove winter hotspots for UK holidaymakers,"Sales of UAE currency up by more than 300 per cent in the past three years, according to Post Office report",['Andy Tilbrook']
4919,"Thursday, 14 April, 2022",https://www.ft.com/content/f9cffe7f-ab54-456d-a126-fbe43373ebb0,BlackRock chief executive Larry Fink’s pay rose to $36mn in 2021,Increase of 21% comes after group surpassed $10tn in assets under management for the first time,['Mark Vandevelde']
4920,"Thursday, 14 April, 2022",https://www.ft.com/content/8dffdd40-e9d4-4da8-b459-5ff748f890ce,Petrobras moves on from leadership fiasco with new chief,Technocrat José Mauro Coelho takes top job at Brazilian oil major after Bolsonaro sacked two previous bosses,['Michael Pooler']
4922,"Thursday, 14 April, 2022",https://www.ft.com/content/05570c88-2a77-4bd3-909a-80d993b7df8c,Ofgem warns UK energy suppliers over unjustified increases in direct debits,Regulator says it will take action against ‘bad practices’ that could lead to ‘substantial fines’,['Nathalie Thomas']
4923,"Thursday, 14 April, 2022",https://www.ft.com/content/e01e56e1-82b0-40e1-b88e-fce1cc7c1323,Ashmore warns of growing inflation risks as clients pull $3.7bn,London-based emerging markets specialist blames fall in assets on war in Ukraine,['Chris Flood']
4924,"Thursday, 14 April, 2022",https://www.ft.com/content/c0b6b93c-f2ed-41ea-b292-7b77a4119a5e,Politicians are waking up to the fact there are votes in crypto,"As more people buy digital assets, many of them young, their appeal as a campaign tool is easy to understand",['Eva Szalay']
4925,"Thursday, 14 April, 2022",https://www.ft.com/content/90ddfb28-c8b8-4acb-b2d1-6a9506558eb3,The high-stakes debate over a Russian fuel embargo,"Plus, the Permian prepares for a surge in output and Google angles for the US to restrategise on decarbonisation policy","['Justin Jacobs', 'Myles McCormick', 'Amanda Chu', 'Derek Brower']"
4926,"Thursday, 14 April, 2022",https://www.ft.com/content/bc61a669-09ca-4b6c-b614-5b4df61fc65a,London-listed Petropavlovsk warns investors may be wiped out,Previously high-flying Russian gold miner has been caught up in sanctions fallout,['Neil Hume']
4927,"Thursday, 14 April, 2022",https://www.ft.com/content/e5a075e6-ee74-4cba-aeef-c40163e5f5bd,South Korea and Singapore tighten monetary policy on inflation worries,War in Ukraine adds to post-pandemic pressures as commodity prices rise sharply,"['William Langley', 'Hudson Lockett', 'Song Jung-a']"
4928,"Thursday, 14 April, 2022",https://www.ft.com/content/1325b900-6ad0-48ca-b910-c158fc88e42f,The good news in JPMorgan’s ‘bad’ quarter,"Also, there are not enough commodities",['Robert Armstrong']
4929,"Thursday, 14 April, 2022",https://www.ft.com/content/5cb73c94-e44a-41fd-a0ce-61af95ca77b5,Venture capital: high early-stage funding points to healthy private market for tech,"While broad market activity has been sluggish, over $70bn in commitments has been amassed so far this year",[]
4930,"Thursday, 14 April, 2022",https://www.ft.com/content/86ea36e2-d723-441f-8238-619f1467cfad,Digital platforms fuel European ETF growth spurt,Commission-free investment hubs steer retail investors towards low-cost funds,['Emma Boyde']
4931,"Thursday, 14 April, 2022",https://www.ft.com/content/a57538c7-8c23-473e-b841-ec6ec6054ea6,Unsafe at any price,"Emerging market debt is like the Corvair car - systematically stripped of safety features like structural crash resistance, seat belts, and air bags",['Jay Newman']
4932,"Wednesday, 13 April, 2022",https://www.ft.com/content/82810793-836d-415d-aa1f-915756b7da9b,"Live news updates from April 14: Musk offers to buy Twitter, Russia says Moskva has sunk, ECB keeps rates steady","Emerging market debt is like the Corvair car - systematically stripped of safety features like structural crash resistance, seat belts, and air bags",[]
4933,"Wednesday, 13 April, 2022",https://www.ft.com/content/3062e515-85bd-4747-82fc-2ef6809157c6,Treasuries extend rally as traders weigh future direction of monetary policy,Wall Street stocks edge higher as technology stocks benefit from shift in interest rate expectations,"['George Steer', 'Tommy Stubbington', 'Nicholas Megaw']"
4934,"Wednesday, 13 April, 2022",https://www.ft.com/content/304b03cc-f5fa-4c36-b60b-5641cb199ef9,Texts reveal UK traders exulting over negative oil price in 2020,"‘Please don’t tell anyone what happened today lads,’ message from court papers said, as WTI hit minus $37",['Bryce Elder']
4935,"Wednesday, 13 April, 2022",https://www.ft.com/content/2f372921-7df1-4735-841e-6167a91a54a6,Barclays in BoE crosshairs over ‘gaming the rules’ with pension deals,"Analysts say bank could take £1.25bn capital hit years earlier than planned, potentially affecting share buybacks",['Stephen Morris']
4937,"Wednesday, 13 April, 2022",https://www.ft.com/content/fd34df34-cb2c-49fe-8a6a-5861b40d1c61,Gas group Excelerate floats as Ukraine war reshapes supply map,Listing of $2.5bn company owned by oilman George Kaiser is tentative sign of IPO thaw,"['Justin Jacobs', 'Nicholas Megaw']"
4938,"Wednesday, 13 April, 2022",https://www.ft.com/content/d0c6862a-7e8f-4446-a54a-050373cc4cfa,IEA forecasts global oil market will avoid a ‘sharp’ deficit in 2022,Impact of lower Russian production will be offset by slowing demand in China and emergency stock releases,['Neil Hume']
4939,"Wednesday, 13 April, 2022",https://www.ft.com/content/b4a4facf-3bf9-4b28-8264-d5231d4ea9db,BlackRock’s Fink predicts renewable ‘investment boom’,World’s largest money manager attracted $114bn from investors during first quarter,['Harriet Agnew']
4940,"Wednesday, 13 April, 2022",https://www.ft.com/content/032e11c0-d6e9-4c9f-9022-0bbf7a0d9790,Football clubs are influencers and need to cut their crypto ties,Clubs have a different social role from other companies and should not encourage fans to take financial risks,['Chris Cook']
4942,"Wednesday, 13 April, 2022",https://www.ft.com/content/8e4971b1-21fe-4ec8-b978-f3b3d3300e68,The mission to redefine UK corporate purpose,"Plus, a new wave of climate resolutions in Japan, and Lance Uggla joins General Atlantic’s green fund","['Simon Mundy', 'Tamami Shimizuishi', 'Patrick Temple-West']"
4943,"Wednesday, 13 April, 2022",https://www.ft.com/content/432e279f-04e4-44c0-9e72-3d614f1e667d,“We f****** blitzed it boys”,The inconvenient chat transcripts of the UK traders alleged to have gamed sub-zero oil.,['Bryce Elder']
